grien	dziwdu	dziwdu_qhanshiev	zyephev	chetxryn_ziosryo_sishiev	chetxryn_ziosryo_xrynmyuk	chetxryn_ziosryo_sieuxryn	diavko_xrynbu	chetxryn_dzankryen_pyunlyi	chetxryn_dzankryen	pyanchet_chetxryn	pyanchet_chetxryn_tyoshiek	pyanchet_xyavxryn	pyanchet_xyavxryn_tyoshiek	pyanchet_kuavxryn	pyanchet_kuavxryn_tyoshiek	pyanchet_dzipxryn	pyanchet_dzipxryn_tyoshiek	qhanziwqhwi_shievlyi	qhanziwqhwi_xrynlyi	qhanziwqhwi_deulyi	giwtha_potyo	qrimvrielan	thovqitmra
04FE1-003-021-002	信		sîn	3	21	2	真	1	[《TIVK75-100a》]	息晋反		息晋反		息晋切				心	震	去			U+4FE1
04FE3-002-009-001	俣		ŋyó	2	9	1	魚	2	[《切三》]	虞矩反		虞矩反		虞矩切				null	null	null	今日本讀“マタ”者，可能“俟（zriə́）”分化而成矣。		U+4FE3
04FF1-001-010-026	俱		kyo	1	10	26	侯	2	[《切三》]	舉隅反		舉隅反		舉朱切				見	虞	平			U+4FF1
05000-001-037-030	倀		thriaŋ	1	37	30	陽	2	[《切三》]	褚羊反		褚羊反	《王一》褚羊反，《王三》褚良反。	禇羊切				徹	陽	平			U+5000
05000-003-042-016	倀		trâŋ	3	42	16	陽	0	[《藤田2018》]	猪孟反		猪孟反		猪孟切				null	null	null			U+5000
0500B-003-036-001	個		kâ	3	36	1	歌	0	[《藤田2018》]	null		null		古賀切				見	個	去			U+500B
05014-004-006-006	倔		gyut	4	6	6	物	2	[《切三》, 《P3694v》]	衢物反		衢物反		衢物切				群	物	入			U+5014
0501C-001-043-028	倜		tryu	1	43	28	幽	0	[《藤田2018》]	null		null		null		張流切		null	null	null			U+501C
0501C-004-016-009	倜		thek	4	16	9	覺	2	[《切三》]	他歷反		他歷反		他歷切				透	錫	入			U+501C
0501E-003-040-002	倞		liâŋ	3	40	2	陽	0	[《藤田2018》]	null		null		null		力讓切		來	漾	去			U+501E
0501E-003-042-003	倞		griêŋ	3	42	3	陽	0	[《藤田2018》]	渠敬反		渠敬反		渠敬切				群	映	去			U+501E
05025-001-001-021	倥		khuŋ	1	1	21	東	3	[《切二》]	null		null		苦紅切				溪	東	平			U+5025
05025-002-001-003	倥		khúŋ	2	1	3	東	2	[《切三》]	null		null		康董切				溪	董	上			U+5025
05025-003-001-006	倥		khûŋ	3	1	6	東	3	[《P3696(1)r》]	苦貢反		苦貢反		苦貢切				null	null	null			U+5025
05028-003-009-003	倨		kiô	3	9	3	魚	0	[《藤田2018》]	居御反		居御反		居御切				見	御	去			U+5028
05029-003-030-002	倩		chên	3	30	2	真	0	[《藤田2018》]	null		倉見反		倉甸切				清	霰	去			U+5029
05029-003-044-012	倩		chiêŋ	3	44	12	耕	0	[《藤田2018》]	七政反		七政反		七政切				清	勁	去			U+5029
0504A-002-009-002	偊		xyó	2	9	2	魚	2	[《切三》]	null		null		null		王矩切		null	null	null			U+504A
0505C-001-042-004	停		deŋ	1	42	4	耕	2	[《切三》]	特丁反		特丁反		特丁切				定	青	平			U+505C
0506D-002-026-019	偭		mién	2	26	19	元	2	[《切三》]	null		null		彌兖切				null	null	null			U+506D
0506D-003-031-008	偭		miên	3	31	8	元	0	[《藤田2018》]	null		弥戰反		彌箭切				null	null	null			U+506D
05075-001-041-008	偵		thrieŋ	1	41	8	耕	0	[《藤田2018》]	敕貞反		敕貞反		丑貞切				徹	清	平			U+5075
05075-003-042-016	偵		trâŋ	3	42	16	耕	0	[《藤田2018》]	null		猪孟反		猪孟切				null	null	null			U+5075
05075-003-044-005	偵		thriêŋ	3	44	5	耕	0	[《藤田2018》]	丑鄭反		丑鄭反		丑鄭切				null	null	null			U+5075
05098-002-022-021	傘		sán	2	22	21	元	1	[《切一》]	null		蘇旱反		蘇旱切				心	旱	上			U+5098
05098-003-027-029	傘		sân	3	27	29	元	3	[《S6176r》]	null		蘇旦反		null				null	null	null			U+5098
0509A-003-034-001	傚		xrâu	3	34	1	宵	0	[《藤田2018》]	null		null		胡教切				匣	效	去			U+509A
0509E-001-033-010	傞		cha	1	33	10	歌	2	[《切三》]	null		七河反		七何切				null	null	null			U+509E
0509E-001-033-012	傞		sa	1	33	12	歌	2	[《切三》]	素何反		素何反	《王一》素何反，《王三》脱字（脱反語）	素何切				心	歌	平			U+509E
050AD-001-003-006	傭		jyoŋ	1	3	6	東	2	[《P3798》]	餘〓反		餘封反		餘封切				以	鍾	平			U+50AD
050AD-001-003-014	傭		thryoŋ	1	3	14	東	2	[《P3696(2)》]	丑凶反		丑凶反		丑凶切				徹	鍾	平			U+50AD
050B2-001-032-013	傲		ŋau	1	32	13	宵	2	[《切三》]	null		null		null		牛刀切		疑	豪	平			U+50B2
050B2-003-035-005	傲		ŋâu	3	35	5	宵	2	[《S6176v》]	五到反		五到反		五到切				疑	號	去			U+50B2
050B7-001-037-005	傷		shiaŋ	1	37	5	陽	2	[《切三》]	書羊反		書羊反		式羊切				書	陽	平			U+50B7
050B7-003-040-005	傷		shiâŋ	3	40	5	陽	2	[《S6176v》]	式亮反		式亮反		式亮切				null	null	null			U+50B7
050BB-002-032-124	傻		sruá	2	32	124	微	2	[《切三》]	null		null		沙瓦切				生	馬	上			U+50BB
050BB-003-037-026	傻		sruâ	3	37	26	微	2	[《S6176v》]	null		null		所化切				null	null	null			U+50BB
050BE-001-041-017	傾		khyeŋ	1	41	17	耕	2	[《切三》]	〓營反		去營反		去營切				溪	清	平			U+50BE
050C9-001-047-004	僉		chiem	1	47	4	談	2	[《切三》]	七廉反		七廉反		七廉切				清	鹽	平			U+50C9
050DE-001-006-031	僞		xryi	1	6	31	微	2	[《切三》, 《P3696(2)》]	null		null		null		null		null	null	null	見音義欄。	｛帷｝。《禮·喪大記》：“素錦褚，加僞荒。”注：“僞，當爲‘帷’，或作‘于’，聲之誤也。”音義：“僞，依注讀爲‘帷’，位悲反。”	U+50DE
050DE-001-033-007	僞		ŋua	1	33	7	歌	2	[《切三》]	null		null		null		吾禾切		null	null	null			U+50DE
050DE-003-005-034	僞		ŋryê	3	5	34	歌	3	[《P3696(1)r》]	危賜反		危賜反		危睡切				疑	寘	去			U+50DE
050E9-002-023-006	僩		xrán	2	23	6	元	1	[《切一》]	下赧反		胡板反		下赧切				匣	潸	上			U+50E9
050E9-002-024-004	僩		krén	2	24	4	元	1	[《切一》]	null		null		古限切				null	null	null			U+50E9
050F5-001-037-010	僵		kiaŋ	1	37	10	陽	2	[《切三》]	居良反		居良反		居良切				見	陽	平			U+50F5
050FD-003-046-019	僽		dzryû	3	46	19	幽	2	[《P3694r》]	null		null		鋤佑切				null	null	null			U+50FD
05100-001-005-022	儀		ŋrie	1	5	22	歌	2	[《P3696(2)》]	魚羈反		魚羈反		魚羈切				疑	支	平			U+5100
05104-004-029-015	億		qiək	4	29	15	職	0	[《藤田2018》]	於力反		於力反		於力切				影	職	入			U+5104
05109-002-045-007	儉		griém	2	45	7	談	2	[《切三》]	巨險反		巨險反		巨險切				群	琰	上			U+5109
0512A-001-043-002	優		qyu	1	43	2	幽	2	[《切三》]	於求反		於求反		於求切				影	尤	平			U+512A
0512A-001-044-002	優		qu	1	44	2	幽	2	[《切三》]	null		null		null		烏侯切		null	null	null			U+512A
05132-001-009-018	儲		drio	1	9	18	魚	2	[《切三》]	直魚反		直魚反		直魚切				澄	魚	平			U+5132
0513A-001-033-020	儺		na	1	33	20	歌	2	[《切三》]	諾何反		諾何反		諾何切				泥	歌	平			U+513A
0513A-002-031-023	儺		ná	2	31	23	歌	2	[《切三》]	null		null		null		乃可切		null	null	null			U+513A
0513F-001-017-013	儿		nin	1	17	13	真	2	[《切三》]	null		null		null		而鄰切		日	真	平			U+513F
05141-001-028-026	允		jyen	1	28	26	文	2	[《切三》]	null		null		null		余專切		null	null	null			U+5141
05141-002-016-004	允		jýn	2	16	4	文	2	[《切三》]	余准反		余准反		余準切				以	準	上			U+5141
05144-001-039-022	兄		qhryeŋ	1	39	22	陽	2	[《切三》]	許榮反		許榮反		許榮切				嘵	庚	平			U+5144
05144-003-040-023	兄		qhyâŋ	3	40	23	陽	0	[《藤田2018》]	null		null		null		許放切		嘵	漾	去			U+5144
05145-001-001-019	充		thyuŋ	1	1	19	東	2	[《P3798》]	〓〓反		處隆反		昌終切				昌	東	平			U+5145
05147-001-003-008	兇		qhyoŋ	1	3	8	東	2	[《P3696(2)》]	許容反		許容反		許容切				曉	鍾	平			U+5147
05147-002-002-015	兇		qhyóŋ	2	2	15	東	2	[《切三》]	null		null		許拱切				null	null	null			U+5147
05148-001-027-001	先		sen	1	27	1	文	2	[《切三》]	蘇前反		蘇前反		蘇前切				心	先	平			U+5148
05148-003-030-001	先		sên	3	30	1	文	0	[《藤田2018》]	蘇見反		蘇見反		蘇佃切				null	null	null			U+5148
05149-001-038-010	光		kuaŋ	1	38	10	陽	2	[《切三》]	古皇反		古皇反		古黄切				見	唐	平			U+5149
05149-003-041-112	光		kuâŋ	3	41	112	陽	0	[《藤田2018》]	null		null		古曠切				null	null	null			U+5149
05154-003-011-005	兔		thô	3	11	5	魚	0	[《藤田2018》]	湯故反		湯故反		湯故切				透	暮	去			U+5154
05162-001-049-012	兢		kiəŋ	1	49	12	蒸	2	[《切三》]	居陵反		居陵反		居陵切				見	蒸	平			U+5162
05165-004-026-007	入		nip	4	26	7	緝	2	[《P3799》]	爾執反		爾執反		人執切				日	緝	入			U+5165
05168-001-028-020	全		dzyen	1	28	20	元	2	[《切三》]	聚緣反		聚緣反		疾緣切				從	仙	平			U+5168
0516B-004-012-006	八		pret	4	12	6	月	2	[《切三》]	博拔反		博拔反		博拔切				幫	黠	入			U+516B
0516D-004-001-021	六		lyuk	4	1	21	覺	2	[《切三》]	力竹反		力竹反		力竹切				來	屋	入			U+516D
0516E-001-012-007	兮		xei	1	12	7	支	2	[《切三》]	胡鷄反		胡鷄反		胡鷄切				匣	齊	平			U+516E
05171-001-002-005	共		kyoŋ	1	2	5	東	3	[《切二》]	null		null		九容切				見	鍾	平			U+5171
05171-002-002-013	共		kyóŋ	2	2	13	東	2	[《切三》]	null		null		null		古勇切		見	腫	上			U+5171
05171-003-003-004	共		gyôŋ	3	3	4	東	3	[《P3696(1)r》]	渠用反		渠用反		渠用切				群	用	去			U+5171
05177-003-010-015	具		gyô	3	10	15	侯	0	[《藤田2018》]	其遇反		其遇反		其遇切				群	遇	去			U+5177
05178-002-025-003	典		tén	2	25	3	文	1	[《切一》]	多顯反		多繭反		多殄切				端	銑	上			U+5178
05178-002-025-005	典		dén	2	25	5	文	2	[《切三》]	null		null		null		徒典切		null	null	null			U+5178
05179-001-007-020	兹		dziə	1	7	20	之	2	[《切三》]	null		null		疾之切				從	之	平			U+5179
05179-001-007-021	兹		ciə	1	7	21	之	2	[《切三》]	子之反		子慈反		子之切				精	之	平			U+5179
05185-003-014-004	内		nyêi	3	14	4	緝	3	[《P3696(1)v》]	null		null		null		儒税切		null	null	null			U+5185
05185-003-018-015	内		nûi	3	18	15	緝	0	[《藤田2018》]	奴對反		奴對反		奴對切				泥	隊	去			U+5185
05185-004-020-010	内		nəp	4	20	10	緝	2	[《切三》]	null		null		null		諾荅切		泥	合	入			U+5185
0518D-003-019-002	再		cə̂i	3	19	2	之	0	[《藤田2018》]	作代反		作代反		作代切				精	代	去			U+518D
051AC-001-002-001	冬		toŋ	1	2	1	冬	2	[《P3798》]	都宗反		都宗反		都宗切				端	冬	平			U+51AC
051B2-001-001-004	冲		dryuŋ	1	1	4	冬	3	[《切二》]	直隆反		直隆反		直弓切				澄	東	平			U+51B2
051B5-003-040-023	况		qhyâŋ	3	40	23	陽	0	[《藤田2018》]	許放反		許放反		許訪切				嘵	漾	去			U+51B5
051BC-002-025-001	冼		sén	2	25	1	文	1	[《切一》]	null		null		null		null		null	null	null	《漢辭海》音B。《辭源》“洗”字條第二音“蘇典切”項第三義項：“姓。（盧伽略）……今作‘冼’。”		U+51BC
051BC-002-047-124	冼		sriə́ŋ	2	47	124	文	2	[《切三》]	null		null		null		色拯切		生	拯	上			U+51BC
051BD-004-015-002	冽		liet	4	15	2	月	2	[《切三》]	吕薛反		吕結反		良薛切				來	薛	入			U+51BD
051C0-001-040-009	净		chreŋ	1	40	9	耕	2	[《切三》]	null		null		楚耕切				null	null	null			U+51C0
051C0-003-044-013	净		dziêŋ	3	44	13	耕	0	[《藤田2018》]	null		null		null		null		從	勁	去	《新華字典》現代音jìng，又作“浄”。		U+51C0
051C9-001-037-003	凉		liaŋ	1	37	3	陽	2	[《切三》]	吕張反		吕張反		吕張切				來	陽	平			U+51C9
051C9-003-040-002	凉		liâŋ	3	40	2	陽	0	[《藤田2018》]	null		null		力讓切				來	漾	去			U+51C9
051CA-003-044-012	凊		chiêŋ	3	44	12	耕	0	[《藤田2018》]	七政反		七政反		七政切				清	勁	去			U+51CA
051CB-001-029-003	凋		teu	1	29	3	幽	2	[《切三》]	都聊反		都聊反		都聊切				端	蕭	平			U+51CB
051DB-001-046-017	凛		grim	1	46	17	侵	2	[《S6187》]	渠金反		渠金反		巨金切				null	null	null			U+51DB
051DB-002-044-004	凛		lím	2	44	4	侵	2	[《切三》]	力稔反		力稔反		力稔切				來	寢	上			U+51DB
051E7-001-017-028	凧		krin	1	17	28	文	2	[《切三》]	null		null		null		null		null	null	null	《日本漢字的漢語讀音規範（草案）·日本漢字的漢語普通話規範讀音表》現代音jīn，與“巾”同。		U+51E7
051EA-002-006-001	凪		tiə́	2	6	1	之	2	[《切三》]	null		null		null		null		null	null	null	今借讀以｛止｝音。		U+51EA
051F0-001-038-009	凰		xuaŋ	1	38	9	陽	2	[《切三》]	null		null		胡光切				匣	唐	平			U+51F0
051F6-001-003-008	凶		qhyoŋ	1	3	8	東	2	[《P3696(2)》]	許容反		許容反		許容切				曉	鍾	平			U+51F6
051F7-003-018-013	凷		khûi	3	18	13	微	0	[《藤田2018》]	null		苦對反		苦對切				null	null	null			U+51F7
051FA-003-006-047	出		thŷi	3	6	47	物	0	[《藤田2018》]	尺類反		尺類反		尺類切				昌	至	去			U+51FA
051FA-004-005-032	出		thyt	4	5	32	物	2	[《切三》]	尺聿反		尺律反		赤律切				昌	術	入			U+51FA
05205-001-037-017	刅		chriaŋ	1	37	17	陽	2	[《切三》]	null		null		null		初良切		初	陽	平			U+5205
05207-003-013-006	切		chêi	3	13	6	質	0	[《藤田2018》]	七計反		七計反		七計切				清	霽	去			U+5207
05207-004-014-002	切		chet	4	14	2	質	2	[《切三》]	千結反		千結反		千結切				清	屑	入			U+5207
0520E-002-017-001	刎		myún	2	17	1	文	1	[《切一》]	武粉反		武粉反		武粉切				微	吻	上			U+520E
05211-001-042-003	刑		xeŋ	1	42	3	耕	2	[《切三》]	户經反		户經反		户經切				匣	青	平			U+5211
05216-004-009-001	刖		ŋyat	4	9	1	月	2	[《切三》, 《P3694v》]	魚厥反		魚厥反		魚厥切				疑	月	入			U+5216
05216-004-010-009	刖		ŋut	4	10	9	物	2	[《切三》, 《P3694v》]	null		null		五忽切				疑	没	入			U+5216
05216-004-013-013	刖		ŋruat	4	13	13	月	2	[《切三》]	五刮反		五刮反	《王三》原誤作“五割反”，《王一》不明。	五刮切				疑	鎋	入			U+5216
05217-004-015-002	列		liet	4	15	2	月	2	[《切三》]	吕薛反		吕結反		良薛切				來	薛	入			U+5217
0521D-001-009-002	初		chrio	1	9	2	魚	2	[《切三》]	楚魚反		楚魚反		楚居切				初	魚	平			U+521D
05224-003-027-011	判		phân	3	27	11	元	3	[《S6176r》]	普半反		普半反		普半切				滂	换	去			U+5224
05228-001-031-015	刨		brau	1	31	15	幽	2	[《切三》]	null		null		null		蒲交切		null	null	null			U+5228
05229-003-006-017	利		lî	3	6	17	質	0	[《藤田2018》]	力至反		力至反		力至切				來	至	去			U+5229
05235-003-007-011	刵		niə̂	3	7	11	之	0	[《藤田2018》]	仍吏反		仍吏反		仍吏切				日	志	去			U+5235
0524A-003-033-001	削		siêu	3	33	1	宵	0	[《藤田2018》]	null		null		null		仙妙切		心	笑	去			U+524A
0524A-003-033-011	削		chiêu	3	33	11	宵	0	[《藤田2018》]	null		null		null		七肖切		null	null	null			U+524A
0524A-003-034-010	削		srâu	3	34	10	宵	0	[《藤田2018》]	null		null		null		所教切		null	null	null			U+524A
0524A-004-027-014	削		siak	4	27	14	藥	2	[《P3799》]	息灼反		息略反		息約切				心	藥	入			U+524A
0524C-004-011-022	剌		lat	4	11	22	0	2	[《切三》]	盧達反		盧達反		盧達切				來	曷	入			U+524C
05259-003-040-018	剙		chriâŋ	3	40	18	陽	0	[《藤田2018》]	初亮反		初亮反		初亮切				初	漾	去			U+5259
0525B-001-038-005	剛		kaŋ	1	38	5	陽	2	[《切三》]	古郎反		古郎反		古郎切				見	唐	平			U+525B
05269-003-052-003	剩		zhiə̂ŋ	3	52	3	蒸	2	[《P3694r》]	null		null		實證切				船	證	去			U+5269
05273-004-012-002	剳		cret	4	12	2	月	2	[《切三》]	null		null		null		null		null	null	null	按：《漢辭海》音B。見“劄”字條。		U+5273
05273-004-021-003	剳		tap	4	21	3	葉	2	[《切三》]	null		null		null		德合切		端	合	入	《漢辭海》韵類從《集韵》爲“合（-əp）”。《集韵》合韵德合切（təp）：“剳，鈎也。”按：其正當爲“盍（-ap）”。剳，又作“Ｘ（⿰⿱日羽刂）”。《玄應音義》卷第十九《佛本行集經》第十一卷音義：“Ｘ鈎，〔上〕丁盍反（tap），《字書》：‘Ｘ，著也。’Ｘ鈎、Ｘ索、打Ｘ等，皆作此，經文作‘搭’，非也。”Ｘ鈎，又作“搭鈎”，《辭源》“搭鈎”詞條：“大鈎子，守城與救火用具。《隋書·煬帝紀》上：‘己丑，制民間鐵叉、搭鈎、䂎刃之類，皆禁絶之。’……（盧伽略）”《切三》盍韵〓〓反（-ap）：“Ｘ，相著聲，一曰：Ｘ鈎。”《宋本玉篇》：“剳，丁盍切，剳鈎也。”		U+5273
0527A-001-007-003	剺		liə	1	7	3	之	2	[《切三》]	理之反		理之反		里之切				null	null	null			U+527A
05282-004-009-004	劂		kyat	4	9	4	月	2	[《切三》]	居月反		居月反		居月切				見	月	入			U+5282
05284-004-012-002	劄		cret	4	12	2	月	2	[《切三》]	null		null		null		null		null	null	null	按：《漢辭海》音B。《辭源》“札”字條音“側八切”第二義項：“書信，公私文書。同‘劄’。”《史記·司馬相如傳》：“上許，令尚書給筆札。”注：“札，木簡之薄小者也。時未多用紙，故給札以書。札，音壯黠反。”trep，後與cret成同音（如《中原音韵》“劄（隋音trep）”及“扎（cret）），故｛cret｝作“劄”。		U+5284
05284-004-022-010	劄		trep	4	22	10	緝	2	[《切三》]	竹洽反		竹洽反		竹洽切				知	洽	入			U+5284
0528C-003-014-015	劌		kryêi	3	14	15	月	3	[《P3696(1)v》]	居衛反		居衛反		居衛切				見	祭	去			U+528C
0528D-003-056-003	劍		kiâm	3	56	3	談	2	[《P3694r》]	舉欠反		舉欠反		居欠切				見	釅	去			U+528D
0529B-004-029-003	力		liək	4	29	3	職	3	[《Дх1372+Дх3703》]	良直反		良直反		林直切				來	職	入			U+529B
0529F-001-001-022	功		kuŋ	1	1	22	東	3	[《切二》]	古紅反		古紅反		古紅切				見	東	平			U+529F
052A3-004-015-024	劣		lyet	4	15	24	月	2	[《切三》]	力惙反		力惙反		力輟切				來	薛	入			U+52A3
052AA-002-010-015	努		nó	2	10	15	魚	2	[《切三》]	null		奴古反		奴古切				泥	姥	上			U+52AA
052AC-001-010-006	劬		gyo	1	10	6	侯	2	[《切三》]	其俱反		其俱反		其俱切				群	虞	平			U+52AC
052BB-001-037-026	劻		khyaŋ	1	37	26	陽	2	[《切三》]	去王反		去王反		去王切				溪	陽	平			U+52BB
052BC-004-012-004	劼		khret	4	12	4	質	2	[《切三》]	恪八反		苦八反	《王一》苦八反，《王三》脱字。	恪八切				溪	黠	入			U+52BC
052C7-002-002-010	勇		jyóŋ	2	2	10	東	2	[《切三》]	餘隴反		餘隴反		余隴切				以	腫	上			U+52C7
052CD-001-039-025	勍		grieŋ	1	39	25	陽	2	[《切三》]	渠〓反		渠京反		渠京切				群	庚	平			U+52CD
052D1-003-019-013	勑		lə̂i	3	19	13	之	0	[《藤田2018》]	null		null		洛代切				來	代	去			U+52D1
052D1-004-029-004	勑		thriək	4	29	4	職	0	[《藤田2018》]	耻力反		褚力反		耻力切				徹	職	入	“勅”譌字，敕聲音。		U+52D1
052D2-004-030-003	勒		lək	4	30	3	職	0	[《藤田2018》]	盧德反		盧德反		盧則切				來	德	入			U+52D2
052D4-002-026-019	勔		mién	2	26	19	元	2	[《切三》]	武兖反		武兖反		彌兖切				null	null	null			U+52D4
052DB-001-019-007	勛		qhyun	1	19	7	文	2	[《切三》]	許云反		許云反		許云切				曉	文	平			U+52DB
052DD-001-049-010	勝		shiəŋ	1	49	10	蒸	2	[《切三》]	識丞反		識承反		識蒸切				書	蒸	平			U+52DD
052DD-003-052-008	勝		shiə̂ŋ	3	52	8	蒸	2	[《P3694r》]	詩證反		詩證反		詩證切				書	證	去			U+52DD
052DE-001-029-006	勞		leu	1	29	6	宵	2	[《切三》]	null		null		null		憐蕭切		來	蕭	平			U+52DE
052DE-001-032-003	勞		lau	1	32	3	宵	2	[《切三》]	盧刀反		盧刀反		魯刀切				來	豪	平			U+52DE
052DE-003-035-007	勞		lâu	3	35	7	宵	2	[《S6176v》]	盧到反		盧到反		郎到切				來	號	去			U+52DE
052E2-003-014-027	勢		shiêi	3	14	27	月	3	[《P3696(1)v》]	舒制反		舒制反		舒制切				書	祭	去			U+52E2
052E9-003-006-043	勩		jî	3	6	43	月	0	[《藤田2018》]	null		null		羊至切				null	null	null			U+52E9
052E9-003-014-021	勩		jiêi	3	14	21	月	3	[《P3696(1)v》]	餘制反		餘制反		餘制切				以	祭	去			U+52E9
052F1-003-017-003	勱		mrâi	3	17	3	月	3	[《P3696(1)v》]	莫敗反		莫話反		莫話切				null	null	null			U+52F1
052F5-003-014-025	勵		liêi	3	14	25	月	3	[《P3696(1)v》]	力制反		力制反		力制切				來	祭	去			U+52F5
052F9-001-031-008	勹		prau	1	31	8	幽	2	[《切三》]	null		布交反		布交切				幫	肴	平			U+52F9
