grien	dziwdu	dziwdu_qhanshiev	xreishievbu	xreishievbu_qhanshiev	pyunqhrua	xreishievbu_pyuideiqit	shievvuai	shievvuai_pyunqhrua_xryitriw	thovqitmra_xreishievbu	thonvqitmra_dziwdu
065E6-042CE	䋎		旦			[]	[糸]		U+65E6	U+42CE
065E6-04EB6	亶		旦			[亶]	[㐭]		U+65E6	U+4EB6
065E6-04F46	但		旦			[]	[人]		U+65E6	U+4F46
065E6-05398	厘		旦			[廛]	[廛]	1	U+65E6	U+5398
065E6-05766	坦		旦			[]	[土]		U+65E6	U+5766
065E6-058C7	壇		旦			[亶]	[㐭, 土]		U+65E6	U+58C7
065E6-059B2	妲		旦			[]	[女]		U+65E6	U+59B2
065E6-05B17	嬗		旦			[亶]	[㐭, 女]		U+65E6	U+5B17
065E6-05EDB	廛		旦			[廛]	[廛]		U+65E6	U+5EDB
065E6-0601B	怛		旦			[]	[心]		U+65E6	U+601B
065E6-062C5	担		旦			[]	[手]		U+65E6	U+62C5
065E6-064C5	擅		旦			[亶]	[㐭, 手]		U+65E6	U+64C5
065E6-065E6	旦		旦			[]	[]		U+65E6	U+65E6
065E6-06A80	檀		旦			[亶]	[㐭, 木]		U+65E6	U+6A80
065E6-06C08	氈		旦			[亶]	[㐭, 毛]		U+65E6	U+6C08
065E6-06FB6	澶		旦			[亶]	[㐭, 水]		U+65E6	U+6FB6
065E6-0700D	瀍		旦			[廛]	[廛, 水]		U+65E6	U+700D
065E6-0709F	炟		旦			[]	[火]		U+65E6	U+709F
065E6-075B8	疸		旦			[]	[疒]		U+65E6	U+75B8
065E6-07B2A	笪		旦			[]	[竹]		U+65E6	U+7B2A
065E6-07E8F	纏		旦			[廛]	[廛, 糸]		U+65E6	U+7E8F
065E6-07FB6	羶		旦			[亶]	[㐭, 羊]		U+65E6	U+7FB6
065E6-080C6	胆		旦			[]	[肉]		U+65E6	U+80C6
065E6-081BB	膻		旦			[亶]	[㐭, 肉]		U+65E6	U+81BB
065E6-087FA	蟺		旦			[亶]	[㐭, 虫]		U+65E6	U+87FA
065E6-08892	袒		旦			[]	[衣]		U+65E6	U+8892
065E6-08962	襢		旦			[亶]	[㐭, 衣]		U+65E6	U+8962
065E6-08E94	躔		旦			[廛]	[廛, 足]		U+65E6	U+8E94
065E6-09085	邅		旦			[亶]	[㐭, 辵]		U+65E6	U+9085
065E6-0977C	靼		旦			[]	[革]		U+65E6	U+977C
065E6-0986B	顫		旦			[亶]	[㐭, 頁]		U+65E6	U+986B
065E6-09958	饘		旦			[亶]	[㐭, 食]		U+65E6	U+9958
065E6-09C63	鱣		旦			[亶]	[㐭, 魚]		U+65E6	U+9C63
065E6-09E07	鸇		旦			[亶]	[㐭, 鳥]		U+65E6	U+9E07
065E9-0613A	愺		早			[]	[艸, 心]		U+65E9	U+613A
065E9-065E9	早		早			[]	[]		U+65E9	U+65E9
065E9-07682	皂		早		分	[]	[]		U+65E9	U+7682
065E9-08349	草		早			[]	[艸]		U+65E9	U+8349
06606-05764	坤		昆			[]	[土]		U+6606	U+5764
06606-05D11	崑		昆			[]	[山]		U+6606	U+5D11
06606-06606	昆		昆			[]	[]		U+6606	U+6606
06606-0665C	晜		昆		异	[]	[]		U+6606	U+665C
06606-068CD	棍		昆			[]	[木]		U+6606	U+68CD
06606-06DF7	混		昆			[]	[水]		U+6606	U+6DF7
06606-0711C	焜		昆			[]	[火]		U+6606	U+711C
06606-07428	琨		昆			[]	[玉]		U+6606	U+7428
06606-07DC4	緄		昆			[]	[糸]		U+6606	U+7DC4
06606-0872B	蜫		昆			[]	[虫]		U+6606	U+872B
06606-09315	錕		昆			[]	[金]		U+6606	U+9315
06606-0991B	餛		昆			[]	[食]		U+6606	U+991B
06606-09BE4	鯤		昆			[]	[魚]		U+6606	U+9BE4
06606-09D7E	鵾		昆			[]	[鳥]		U+6606	U+9D7E
0660A-0660A	昊		昊			[]	[]		U+660A	U+660A
0661C-050B7	傷		昜			[]	[傷, 人]		U+661C	U+50B7
0661C-05834	場		昜			[]	[土]		U+661C	U+5834
0661C-05872	塲		昜			[]	[傷, 土]		U+661C	U+5872
0661C-063DA	揚		昜			[]	[手]		U+661C	U+63DA
0661C-0661C	昜		昜			[]	[]		U+661C	U+661C
0661C-06698	暘		昜			[]	[日]		U+661C	U+6698
0661C-066A2	暢		昜			[]	[申]		U+661C	U+66A2
0661C-0694A	楊		昜			[]	[木]		U+661C	U+694A
0661C-06BA4	殤		昜			[]	[歹]		U+661C	U+6BA4
0661C-06E6F	湯		昜			[]	[水]		U+661C	U+6E6F
0661C-0716C	煬		昜			[]	[火]		U+661C	U+716C
0661C-07452	瑒		昜			[]	[玉]		U+661C	U+7452
0661C-07497	璗		昜			[]	[水, 玉]		U+661C	U+7497
0661C-0760D	瘍		昜			[]	[疒]		U+661C	U+760D
0661C-076EA	盪		昜			[]	[水, 皿]		U+661C	U+76EA
0661C-078AD	碭		昜			[]	[石]		U+661C	U+78AD
0661C-08178	腸		昜			[]	[肉]		U+661C	U+8178
0661C-08569	蕩		昜			[]	[水, 艸]		U+661C	U+8569
0661C-089F4	觴		昜			[]	[傷, 角]		U+661C	U+89F4
0661C-0967D	陽		昜			[]	[阜]		U+661C	U+967D
0661C-098BA	颺		昜			[]	[風]		U+661C	U+98BA
0661C-09933	餳		昜			[]	[食]		U+661C	U+9933
0665D-0665D	晝		晝			[]	[]		U+665D	U+665D
06676-06676	晶		晶			[]	[]		U+6676	U+6676
066B9-066B9	暹		暹			[]	[]		U+66B9	U+66B9
066C4-066C4	曄		曄			[]	[]		U+66C4	U+66C4
066C4-071C1	燁		曄			[]	[火]		U+66C4	U+71C1
066C7-058DC	壜		曇			[]	[土]		U+66C7	U+58DC
066C7-066C7	曇		曇			[]	[]		U+66C7	U+66C7
066C7-07F4E	罎		曇			[]	[缶]		U+66C7	U+7F4E
066F0-066F0	曰		曰			[]	[]		U+66F0	U+66F0
066F0-06C69	汩		曰			[]	[水]		U+66F0	U+6C69
066F3-062FD	拽		曳			[]	[手]		U+66F3	U+62FD
066F3-066F3	曳		曳			[]	[]		U+66F3	U+66F3
066F3-06D29	洩		曳			[]	[水]		U+66F3	U+6D29
066F3-07D4F	絏		曳			[]	[糸]		U+66F3	U+7D4F
066F3-08DE9	跩		曳			[]	[足]		U+66F3	U+8DE9
066FF-066FF	替		替			[]	[]		U+66FF	U+66FF
06708-05216	刖		月			[]	[刀]		U+6708	U+5216
06708-05916	外		月			[]	[卜]		U+6708	U+5916
06708-06708	月		月			[]	[]		U+6708	U+6708
06708-09205	鈅		月			[]	[金]		U+6708	U+9205
06715-052DD	勝		朕			[]	[力]		U+6715	U+52DD
06715-0584D	塍		朕			[]	[土]		U+6715	U+584D
06715-05AB5	媵		朕			[]	[女]		U+6715	U+5AB5
06715-06715	朕		朕			[]	[]		U+6715	U+6715
06715-0681A	栚		朕			[]	[木]		U+6715	U+681A
06715-069BA	榺		朕			[]	[木]		U+6715	U+69BA
06715-06ED5	滕		朕			[]	[水]		U+6715	U+6ED5
06715-07C50	籐		朕			[]	[水, 竹]		U+6715	U+7C50
06715-07E22	縢		朕			[]	[糸]		U+6715	U+7E22
06715-085E4	藤		朕			[]	[水, 艸]		U+6715	U+85E4
06715-087A3	螣		朕			[]	[虫]		U+6715	U+87A3
06715-08B04	謄		朕			[]	[言]		U+6715	U+8B04
06715-08CF8	賸		朕			[]	[貝]		U+6715	U+8CF8
06715-09A30	騰		朕			[]	[馬]		U+6715	U+9A30
06715-09C27	鰧		朕			[]	[魚]		U+6715	U+9C27
06722-06722	朢		朢			[]	[月]		U+6722	U+6722
06728-06728	木		木			[]	[]		U+6728	U+6728
06728-06C90	沐		木			[]	[水]		U+6728	U+6C90
06728-09702	霂		木			[]	[水, 雨]		U+6728	U+9702
0672C-04F53	体		本			[]	[人]		U+672C	U+4F53
0672C-0672C	本		本			[]	[]		U+672C	U+672C
0672C-07B28	笨		本			[]	[竹]		U+672C	U+7B28
0672C-082EF	苯		本			[]	[艸]		U+672C	U+82EF
0672C-09262	鉢		本			[]	[金]		U+672C	U+9262
0672D-0624E	扎		札			[]	[手]		U+672D	U+624E
0672D-0672D	札		札			[]	[木]		U+672D	U+672D
0672D-07D2E	紮		札			[]	[木, 糸]		U+672D	U+7D2E
06731-04F8F	侏		朱			[]	[人]		U+6731	U+4F8F
06731-054AE	咮		朱			[]	[口]		U+6731	U+54AE
06731-059DD	姝		朱			[]	[女]		U+6731	U+59DD
06731-06731	朱		朱			[]	[]		U+6731	U+6731
06731-0682A	株		朱			[]	[木]		U+6731	U+682A
06731-06B8A	殊		朱			[]	[歹]		U+6731	U+6B8A
06731-06D19	洙		朱			[]	[水]		U+6731	U+6D19
06731-073E0	珠		朱			[]	[玉]		U+6731	U+73E0
06731-07843	硃		朱			[]	[石]		U+6731	U+7843
06731-08331	茱		朱			[]	[艸]		U+6731	U+8331
06731-086DB	蛛		朱			[]	[虫]		U+6731	U+86DB
06731-08A85	誅		朱			[]	[言]		U+6731	U+8A85
06731-08DE6	跦		朱			[]	[足]		U+6731	U+8DE6
06731-090BE	邾		朱			[]	[邑]		U+6731	U+90BE
06731-09296	銖		朱			[]	[金]		U+6731	U+9296
06731-09F04	鼄		朱			[]	[黽]		U+6731	U+9F04
06743-06743	权		权			[]	[]		U+6743	U+6743
0674F-0674F	杏		杏			[]	[]		U+674F	U+674F
0674F-08395	莕		杏			[]	[艸]		U+674F	U+8395
06797-05664	噤		林			[禁]	[示, 口]		U+6797	U+5664
06797-05A6A	婪		林			[]	[女]		U+6797	U+5A6A
06797-060CF	惏		林			[]	[心]		U+6797	U+60CF
06797-06797	林		林			[]	[]		U+6797	U+6797
06797-06DCB	淋		林			[]	[水]		U+6797	U+6DCB
06797-07433	琳		林			[]	[玉]		U+6797	U+7433
06797-075F3	痳		林			[]	[疒]		U+6797	U+75F3
06797-07981	禁		林			[禁]	[示]		U+6797	U+7981
06797-07B96	箖		林			[]	[竹]		U+6797	U+7B96
06797-07D9D	綝		林			[]	[糸]		U+6797	U+7D9D
06797-0895F	襟		林			[禁]	[示, 衣]		U+6797	U+895F
06797-090F4	郴		林			[]	[邑]		U+6797	U+90F4
06797-09716	霖		林			[]	[雨]		U+6797	U+9716
067BC-0420E	䈎		枼			[]	[竹]		U+67BC	U+420E
067BC-0558B	喋		枼			[]	[口]		U+67BC	U+558B
067BC-0581E	堞		枼			[]	[土]		U+67BC	U+581E
067BC-05A9F	媟		枼			[]	[女]		U+67BC	U+5A9F
067BC-05C67	屧		枼			[]	[尸]		U+67BC	U+5C67
067BC-060F5	惵		枼			[]	[心]		U+67BC	U+60F5
067BC-063F2	揲		枼			[]	[手]		U+67BC	U+63F2
067BC-067BC	枼		枼			[]	[]		U+67BC	U+67BC
067BC-06E2B	渫		枼			[]	[水]		U+67BC	U+6E2B
067BC-07160	煠		枼			[]	[火]		U+67BC	U+7160
067BC-07252	牒		枼			[]	[片]		U+67BC	U+7252
067BC-07DE4	緤		枼			[]	[糸]		U+67BC	U+7DE4
067BC-08449	葉		枼			[]	[艸]		U+67BC	U+8449
067BC-08776	蝶		枼			[]	[虫]		U+67BC	U+8776
067BC-08ADC	諜		枼			[]	[言]		U+67BC	U+8ADC
067BC-08E40	蹀		枼			[]	[足]		U+67BC	U+8E40
067BC-09371	鍱		枼			[]	[金]		U+67BC	U+9371
067BC-097D8	韘		枼			[]	[韋]		U+67BC	U+97D8
067BC-09C08	鰈		枼			[]	[魚]		U+67BC	U+9C08
0689F-0689F	梟		梟			[]	[]		U+689F	U+689F
0689F-087C2	蟂		梟			[]	[虫]		U+689F	U+87C2
068C4-05F03	弃		棄		略	[]	[]		U+68C4	U+5F03
068C4-068C4	棄		棄			[]	[]		U+68C4	U+68C4
068D7-068D7	棗		棗			[]	[]		U+68D7	U+68D7
068EE-068EE	森		森			[]	[]		U+68EE	U+68EE
0696D-05DAA	嶪		業			[]	[山]		U+696D	U+5DAA
0696D-0696D	業		業			[]	[]		U+696D	U+696D
0696D-09134	鄴		業			[]	[邑]		U+696D	U+9134
06B20-0574E	坎		欠			[]	[土]		U+6B20	U+574E
06B20-06774	杴		欠			[]	[木]		U+6B20	U+6774
06B20-06B20	欠		欠			[]	[]		U+6B20	U+6B20
06B20-082A1	芡		欠			[]	[艸]		U+6B20	U+82A1
06B2E-05282	劂		欮			[厥]	[石, 刀]		U+6B2E	U+5282
06B2E-053A5	厥		欮			[厥]	[石]		U+6B2E	U+53A5
06B2E-05DA1	嶡		欮			[厥]	[石, 山]		U+6B2E	U+5DA1
06B2E-06485	撅		欮			[厥]	[石, 手]		U+6B2E	U+6485
06B2E-06A5B	橛		欮			[厥]	[石, 木]		U+6B2E	U+6A5B
06B2E-06B2E	欮		欮			[]	[]		U+6B2E	U+6B2E
06B2E-08568	蕨		欮			[厥]	[石, 艸]		U+6B2E	U+8568
06B2E-08E76	蹶		欮			[厥]	[石, 足]		U+6B2E	U+8E76
06B2E-095D5	闕		欮			[]	[門]		U+6B2E	U+95D5
06B2E-09C56	鱖		欮			[厥]	[石, 魚]		U+6B2E	U+9C56
06B62-051EA	凪		止			[]	[風]		U+6B62	U+51EA
06B62-05740	址		止			[]	[土]		U+6B62	U+5740
06B62-05E02	市		止			[]	[市]		U+6B62	U+5E02
06B62-0626F	扯		止			[]	[手]		U+6B62	U+626F
06B62-06B62	止		止			[]	[]		U+6B62	U+6B62
06B62-06C9A	沚		止			[]	[水]		U+6B62	U+6C9A
06B62-07949	祉		止			[]	[示]		U+6B62	U+7949
06B62-07D15	紕		止			[]	[糸]		U+6B62	U+7D15
06B62-082B7	芷		止			[]	[艸]		U+6B62	U+82B7
06B62-08DBE	趾		止			[]	[足]		U+6B62	U+8DBE
06B62-0962F	阯		止			[]	[阜]		U+6B62	U+962F
06B62-09F52	齒		止			[]	[齒]		U+6B62	U+9F52
06B77-053A4	厤		歷		略	[]	[]		U+6B77	U+53A4
06B77-058E2	壢		歷			[]	[土]		U+6B77	U+58E2
06B77-066C6	曆		歷			[]	[日]		U+6B77	U+66C6
06B77-06AEA	櫪		歷			[]	[木]		U+6B77	U+6AEA
06B77-06B77	歷		歷			[]	[]		U+6B77	U+6B77
06B77-0701D	瀝		歷			[]	[水]		U+6B77	U+701D
06B77-07667	癧		歷			[]	[疒]		U+6B77	U+7667
06B77-085F6	藶		歷			[]	[艸]		U+6B77	U+85F6
06B77-09742	靂		歷			[]	[雨]		U+6B77	U+9742
06B81-06B81	殁		殁			[]	[歹]		U+6B81	U+6B81
06B81-06CA1	没		殁			[]	[水]		U+6B81	U+6CA1
06BB3-06295	投		殳			[]	[手]		U+6BB3	U+6295
06BB3-06BB3	殳		殳			[]	[]		U+6BB3	U+6BB3
06BB3-09158	酘		殳			[]	[酉]		U+6BB3	U+9158
06BB3-09AB0	骰		殳			[]	[骨]		U+6BB3	U+9AB0
06C14-04E5E	乞		气		分	[乞]	[]		U+6C14	U+4E5E
06C14-04EE1	仡		气		分	[乞]	[人]		U+6C14	U+4EE1
06C14-05403	吃		气		分	[乞]	[口]		U+6C14	U+5403
06C14-05C79	屹		气		分	[乞]	[山]		U+6C14	U+5C79
06C14-05FD4	忔		气		分	[乞]	[心]		U+6C14	U+5FD4
06C14-0613E	愾		气			[氣]	[米, 心]		U+6C14	U+613E
06C14-06262	扢		气		分	[乞]	[手]		U+6C14	U+6262
06C14-06C14	气		气			[]	[]		U+6C14	U+6C14
06C14-06C23	氣		气			[氣]	[米]		U+6C14	U+6C23
06C14-06C54	汔		气		分	[乞]	[水]		U+6C14	U+6C54
06C14-06C7D	汽		气			[]	[水]		U+6C14	U+6C7D
06C14-072B5	犵		气		分	[乞]	[犬]		U+6C14	U+72B5
06C14-07599	疙		气		分	[乞]	[疒]		U+6C14	U+7599
06C14-077FB	矻		气		分	[乞]	[石]		U+6C14	U+77FB
06C14-07D07	紇		气		分	[乞]	[糸]		U+6C14	U+7D07
06C14-08A16	訖		气		分	[乞]	[言]		U+6C14	U+8A16
06C14-08FC4	迄		气		分	[乞]	[辵]		U+6C14	U+8FC4
06C14-0993C	餼		气			[氣]	[米, 食]		U+6C14	U+993C
06C14-09F55	齕		气		分	[乞]	[齒]		U+6C14	U+9F55
06C34-06C34	水		水			[]	[]		U+6C34	U+6C34
06C42-04FC5	俅		求			[]	[人]		U+6C42	U+4FC5
06C42-06344	捄		求			[]	[手]		U+6C42	U+6344
06C42-06551	救		求			[]	[攴]		U+6C42	U+6551
06C42-06882	梂		求			[]	[木]		U+6C42	U+6882
06C42-06BEC	毬		求			[]	[毛]		U+6C42	U+6BEC
06C42-06C42	求		求			[]	[]		U+6C42	U+6C42
06C42-07403	球		求			[]	[玉]		U+6C42	U+7403
06C42-07D7F	絿		求			[]	[糸]		U+6C42	U+7D7F
06C42-0838D	莍		求			[]	[艸]		U+6C42	U+838D
06C42-089E9	觩		求			[]	[角]		U+6C42	U+89E9
06C42-08CD5	賕		求			[]	[貝]		U+6C42	U+8CD5
06C42-09011	逑		求			[]	[辵]		U+6C42	U+9011
06C42-092B6	銶		求			[]	[金]		U+6C42	U+92B6
06D89-06D89	涉		涉			[]	[]		U+6D89	U+6D89
06DFC-06DFC	淼		淼			[]	[]		U+6DFC	U+6DFC
0706B-04F19	伙		火			[]	[人]		U+706B	U+4F19
0706B-0706B	火		火			[]	[]		U+706B	U+706B
0711A-05F6C	彬		焚			[]	[彡]		U+711A	U+5F6C
0711A-0711A	焚		焚			[]	[]		U+711A	U+711A
07169-07169	煩		煩			[]	[]		U+7169	U+7169
071EE-071EE	燮		燮			[]	[]		U+71EE	U+71EE
071EE-08E9E	躞		燮			[]	[足]		U+71EE	U+8E9E
07232-050DE	僞		爲			[]	[人]		U+7232	U+50DE
07232-05B00	嬀		爲			[]	[女]		U+7232	U+5B00
07232-0649D	撝		爲			[]	[手]		U+7232	U+649D
07232-06F59	潙		爲			[]	[水]		U+7232	U+6F59
07232-07232	爲		爲			[]	[]		U+7232	U+7232
07232-08624	蘤		爲			[]	[蘤]		U+7232	U+8624
07232-08B4C	譌		爲			[]	[言]		U+7232	U+8B4C
07235-056BC	嚼		爵			[]	[口]		U+7235	U+56BC
07235-0721D	爝		爵			[]	[火]		U+7235	U+721D
07235-07235	爵		爵			[]	[]		U+7235	U+7235
07235-076AD	皭		爵			[]	[白]		U+7235	U+76AD
07235-07A71	穱		爵			[]	[禾]		U+7235	U+7A71
07235-091C2	釂		爵			[]	[酉]		U+7235	U+91C2
0723F-058EF	壯		爿			[壯]	[士]		U+723F	U+58EF
0723F-05958	奘		爿			[壯]	[士, 大]		U+723F	U+5958
0723F-0596C	奬		爿			[將]	[將, 犬]		U+723F	U+596C
0723F-0599D	妝		爿			[]	[女]		U+723F	U+599D
0723F-05C07	將		爿			[將]	[將]		U+723F	U+5C07
0723F-05D88	嶈		爿			[將]	[將, 山]		U+723F	U+5D88
0723F-05E84	庄		爿			[壯, 莊]	[士, 艸]	2	U+723F	U+5E84
0723F-05E8A	床		爿			[]	[木]	1	U+723F	U+5E8A
0723F-06215	戕		爿			[戕]	[戈]		U+723F	U+6215
0723F-065A8	斨		爿			[]	[斤]		U+723F	U+65A8
0723F-069F3	槳		爿			[將]	[將, 木]		U+723F	U+69F3
0723F-06F3F	漿		爿			[將]	[將, 水]		U+723F	U+6F3F
0723F-0723F	爿		爿			[]	[]		U+723F	U+723F
0723F-07240	牀		爿			[]	[木]		U+723F	U+7240
0723F-07242	牂		爿			[]	[羊]		U+723F	U+7242
0723F-07246	牆		爿			[牆]	[嗇]		U+723F	U+7246
0723F-072C0	狀		爿			[]	[犬]		U+723F	U+72C0
0723F-07592	疒		爿			[]	[人]		U+723F	U+7592
0723F-07CA7	粧		爿			[壯, 莊]	[士, 艸, 米]	2	U+723F	U+7CA7
0723F-081DF	臟		爿			[戕, 臧, 藏]	[戈, 臣, 艸, 肉]		U+723F	U+81DF
0723F-081E7	臧		爿			[戕, 臧]	[戈, 臣]		U+723F	U+81E7
0723F-0838A	莊		爿			[壯, 莊]	[士, 艸]		U+723F	U+838A
0723F-08523	蔣		爿			[將]	[將, 艸]		U+723F	U+8523
0723F-085CF	藏		爿			[戕, 臧, 藏]	[戈, 臣, 艸]		U+723F	U+85CF
0723F-087BF	螿		爿			[將]	[將, 虫]		U+723F	U+87BF
0723F-088DD	裝		爿			[壯]	[士, 衣]		U+723F	U+88DD
0723F-08D1C	贜		爿			[戕, 臧, 藏]	[戈, 臣, 艸, 貝]		U+723F	U+8D1C
0723F-08E61	蹡		爿			[將]	[將, 足]		U+723F	U+8E61
0723F-091AC	醬		爿			[將]	[將, 酉]		U+723F	U+91AC
0723F-093D8	鏘		爿			[將]	[將, 金]		U+723F	U+93D8
0723F-09C42	鱂		爿			[將]	[將, 魚]		U+723F	U+9C42
07247-07247	片		片			[]	[]		U+7247	U+7247
0725B-0725B	牛		牛			[]	[]		U+725B	U+725B
0727D-0727D	牽		牽			[]	[]		U+727D	U+727D
0727D-07E34	縴		牽			[]	[糸]		U+727D	U+7E34
072AC-072AC	犬		犬			[]	[]		U+72AC	U+72AC
072AC-0754E	畎		犬			[]	[田]		U+72AC	U+754E
072C4-072C4	狄		狄			[]	[]		U+72C4	U+72C4
072C4-0837B	荻		狄			[]	[艸]		U+72C4	U+837B
072C4-09016	逖		狄			[]	[辵]		U+72C4	U+9016
07378-07378	獸		獸			[]	[]		U+7378	U+7378
07384-0545F	呟		玄			[]	[口]		U+7384	U+545F
07384-06CEB	泫		玄			[]	[水]		U+7384	U+6CEB
07384-070AB	炫		玄			[]	[火]		U+7384	U+70AB
07384-07384	玄		玄			[]	[]		U+7384	U+7384
07384-073B9	玹		玄			[]	[玉]		U+7384	U+73B9
07384-07729	眩		玄			[]	[目]		U+7384	U+7729
07384-07D43	絃		玄			[]	[糸]		U+7384	U+7D43
07384-08852	衒		玄			[]	[行]		U+7384	U+8852
07384-09249	鉉		玄			[]	[金]		U+7384	U+9249
07389-07389	玉		玉			[]	[]		U+7389	U+7389
07389-07821	砡		玉			[]	[石]		U+7389	U+7821
07389-0980A	頊		玉			[]	[頁]		U+7389	U+980A
0738B-037B7	㞷		王			[㞷]	[止]		U+738B	U+37B7
0738B-052BB	劻		王			[㞷, 匡]	[止, 匚, 力]		U+738B	U+52BB
0738B-05321	匡		王			[㞷, 匡]	[止, 匚]		U+738B	U+5321
0738B-05C2A	尪		王			[㞷]	[止, 尢]		U+738B	U+5C2A
0738B-05F80	往		王			[㞷]	[止, 彳]		U+738B	U+5F80
0738B-06047	恇		王			[㞷, 匡]	[止, 匚, 心]		U+738B	U+6047
0738B-065FA	旺		王			[㞷]	[止, 日]		U+738B	U+65FA
0738B-06789	枉		王			[㞷]	[止, 木]		U+738B	U+6789
0738B-06846	框		王			[㞷, 匡]	[止, 匚, 木]		U+738B	U+6846
0738B-06C6A	汪		王			[㞷]	[止, 水]		U+738B	U+6C6A
0738B-06D2D	洭		王			[㞷, 匡]	[止, 匚, 水]		U+738B	U+6D2D
0738B-072C2	狂		王			[㞷, 狂]	[止, 犬]		U+738B	U+72C2
0738B-0738B	王		王			[]	[]		U+738B	U+738B
0738B-07736	眶		王			[㞷, 匡]	[止, 匚, 目]		U+738B	U+7736
0738B-07B50	筐		王			[㞷, 匡]	[止, 匚, 竹]		U+738B	U+7B50
0738B-08A86	誆		王			[㞷, 匡]	[止, 匚, 言]		U+738B	U+8A86
0738B-08A91	誑		王			[㞷, 狂]	[止, 犬, 言]		U+738B	U+8A91
0738B-0901B	逛		王			[㞷, 狂]	[止, 犬, 辵]		U+738B	U+901B
07463-07463	瑣		瑣			[]	[玉]		U+7463	U+7463
07463-09396	鎖		瑣			[]	[金]		U+7463	U+9396
0751F-059D3	姓		生			[]	[女]		U+751F	U+59D3
0751F-06027	性		生			[]	[心]		U+751F	U+6027
0751F-060FA	惺		生			[星]	[晶, 心]		U+751F	U+60FA
0751F-065CC	旌		生			[]	[㫃]		U+751F	U+65CC
0751F-0661F	星		生			[星]	[晶]		U+751F	U+661F
0751F-07272	牲		生			[]	[牛]		U+751F	U+7272
0751F-072CC	狌		生			[]	[犬]		U+751F	U+72CC
0751F-07329	猩		生			[星]	[晶, 犬]		U+751F	U+7329
0751F-0751F	生		生			[]	[]		U+751F	U+751F
0751F-07525	甥		生			[]	[男]		U+751F	U+7525
0751F-07701	省		生			[眚]	[目]	1	U+751F	U+7701
0751F-0771A	眚		生			[眚]	[目]		U+751F	U+771A
0751F-07B19	笙		生			[]	[竹]		U+751F	U+7B19
0751F-080DC	胜		生			[]	[肉]		U+751F	U+80DC
0751F-08165	腥		生			[星]	[晶, 肉]		U+751F	U+8165
0751F-09192	醒		生			[星]	[晶, 酉]		U+751F	U+9192
0751F-09F2A	鼪		生			[]	[鼠]		U+751F	U+9F2A
07521-05C7E	屾		甡			[]	[屾]		U+7521	U+5C7E
07521-07521	甡		甡			[]	[]		U+7521	U+7521
07526-07526	甦		甦			[]	[]		U+7526	U+7526
07528-050AD	傭		用			[庸]	[庚]		U+7528	U+50AD
07528-05889	墉		用			[庸]	[庚]		U+7528	U+5889
07528-05EB8	庸		用			[庸]	[庚]		U+7528	U+5EB8
07528-06175	慵		用			[庸]	[庚]		U+7528	U+6175
07528-07528	用		用			[]	[]		U+7528	U+7528
07528-09118	鄘		用			[庸]	[庚]		U+7528	U+9118
07528-093DE	鏞		用			[庸]	[庚]		U+7528	U+93DE
07528-09C45	鱅		用			[庸]	[庚]		U+7528	U+9C45
0752C-04FD1	俑		甬			[]	[人]		U+752C	U+4FD1
0752C-052C7	勇		甬			[勇]	[力]		U+752C	U+52C7
0752C-057C7	埇		甬			[]	[土]		U+752C	U+57C7
0752C-0607F	恿		甬			[]	[心]		U+752C	U+607F
0752C-06142	慂		甬			[涌]	[水, 心]		U+752C	U+6142
0752C-06345	捅		甬			[]	[手]		U+752C	U+6345
0752C-06876	桶		甬			[]	[木]		U+752C	U+6876
0752C-06A0B	樋		甬			[通]	[辵, 木]		U+752C	U+6A0B
0752C-06C04	氄		甬			[]	[毛]		U+752C	U+6C04
0752C-06D8C	涌		甬			[涌]	[水]		U+752C	U+6D8C
0752C-06E67	湧		甬			[勇]	[力, 水]		U+752C	U+6E67
0752C-0752C	甬		甬			[]	[]		U+752C	U+752C
0752C-075DB	痛		甬			[]	[疒]		U+752C	U+75DB
0752C-07B69	筩		甬			[]	[竹]		U+752C	U+7B69
0752C-086F9	蛹		甬			[]	[虫]		U+752C	U+86F9
0752C-08AA6	誦		甬			[]	[言]		U+752C	U+8AA6
0752C-08E0A	踊		甬			[]	[足]		U+752C	U+8E0A
0752C-08E34	踴		甬			[勇]	[力, 足]		U+752C	U+8E34
0752C-0901A	通		甬			[通]	[辵]		U+752C	U+901A
07530-04F43	佃		田			[佃]	[人]		U+7530	U+4F43
07530-06CBA	沺		田			[]	[水]		U+7530	U+6CBA
07530-07530	田		田			[]	[]		U+7530	U+7530
07530-07538	甸		田			[佃]	[人]		U+7530	U+7538
07530-0754B	畋		田			[]	[攴]		U+7530	U+754B
07530-07551	畑		田			[]	[火]		U+7530	U+7551
07530-0923F	鈿		田			[]	[金]		U+7530	U+923F
07530-09D2B	鴫		田			[]	[鳥]		U+7530	U+9D2B
07531-04F37	伷		由			[]	[人]		U+7531	U+4F37
07531-059AF	妯		由			[]	[女]		U+7531	U+59AF
07531-05B99	宙		由			[]	[宀]		U+7531	U+5B99
07531-05CAB	岫		由			[]	[山]		U+7531	U+5CAB
07531-062BD	抽		由			[]	[手]		U+7531	U+62BD
07531-067DA	柚		由			[]	[木]		U+7531	U+67DA
07531-06CB9	油		由			[]	[水]		U+7531	U+6CB9
07531-07531	由		由			[]	[]		U+7531	U+7531
07531-07B1B	笛		由			[]	[竹]		U+7531	U+7B1B
